Type,Name,Pillar,Category,SubCategory,HasImage,Brand,Description
Product,Cocker Spaniel · Party Hat · Birthday Special,celebrate,celebration_addons,cocker-spaniel-special,Yes,,The cutest party hat for your Cocker Spaniel! Adjustable elastic strap ensures c
Product,Boxer · Birthday Cake · Custom Design,celebrate,breed-cakes,boxer-special,Yes,,Celebrate your Boxer's special day with this beautifully crafted birthday cake! 
Product,Boxer · Ceramic Mug · Pet Parent Gift,celebrate,cups_merch,boxer-special,Yes,,Show off your love for your Boxer with this stunning ceramic mug featuring beaut
Product,Boxer · Designer Bandana · Birthday Edition,celebrate,bandanas,boxer-special,Yes,,"Make your Boxer the star of the party with this stylish birthday bandana! Soft, "
Product,Boxer · Photo Frame · Memorial Edition,celebrate,accessories,boxer-special,Yes,,Cherish every moment with your Boxer in this beautifully crafted photo frame. Fe
Product,Boxer · Treat Box · Celebration Pack,celebrate,celebration_addons,boxer-special,Yes,,"Complete celebration pack for your Boxer! Includes breed-appropriate treats, min"
Product,Boxer · Canvas Print · Art Collection,celebrate,cups_merch,boxer-special,Yes,,Beautiful canvas artwork featuring a majestic Boxer portrait. Museum-quality pri
Product,Boxer · Breed Keychain · Accessory,shop,accessories,boxer-special,Yes,,Cute Boxer shaped keychain - carry your love for your pet wherever you go! Premi
Product,Boxer · Party Hat · Birthday Special,celebrate,celebration_addons,boxer-special,Yes,,The cutest party hat for your Boxer! Adjustable elastic strap ensures comfortabl
Product,Poodle · Birthday Cake · Custom Design,celebrate,breed-cakes,poodle-special,Yes,,Celebrate your Poodle's special day with this beautifully crafted birthday cake!
Product,Poodle · Ceramic Mug · Pet Parent Gift,celebrate,cups_merch,poodle-special,Yes,,Show off your love for your Poodle with this stunning ceramic mug featuring beau
Product,Poodle · Designer Bandana · Birthday Edition,celebrate,bandanas,poodle-special,Yes,,"Make your Poodle the star of the party with this stylish birthday bandana! Soft,"
Product,Poodle · Photo Frame · Memorial Edition,celebrate,accessories,poodle-special,Yes,,Cherish every moment with your Poodle in this beautifully crafted photo frame. F
Product,Poodle · Treat Box · Celebration Pack,celebrate,celebration_addons,poodle-special,Yes,,"Complete celebration pack for your Poodle! Includes breed-appropriate treats, mi"
Product,Poodle · Canvas Print · Art Collection,celebrate,cups_merch,poodle-special,Yes,,Beautiful canvas artwork featuring a majestic Poodle portrait. Museum-quality pr
Product,Poodle · Breed Keychain · Accessory,shop,accessories,poodle-special,Yes,,Cute Poodle shaped keychain - carry your love for your pet wherever you go! Prem
Product,Poodle · Party Hat · Birthday Special,celebrate,celebration_addons,poodle-special,Yes,,The cutest party hat for your Poodle! Adjustable elastic strap ensures comfortab
Product,Dachshund · Birthday Cake · Custom Design,celebrate,breed-cakes,dachshund-special,Yes,,Celebrate your Dachshund's special day with this beautifully crafted birthday ca
Product,Dachshund · Ceramic Mug · Pet Parent Gift,celebrate,cups_merch,dachshund-special,Yes,,Show off your love for your Dachshund with this stunning ceramic mug featuring b
Product,Dachshund · Designer Bandana · Birthday Edition,celebrate,bandanas,dachshund-special,Yes,,Make your Dachshund the star of the party with this stylish birthday bandana! So
Product,Dachshund · Photo Frame · Memorial Edition,celebrate,accessories,dachshund-special,Yes,,Cherish every moment with your Dachshund in this beautifully crafted photo frame
Product,Dachshund · Treat Box · Celebration Pack,celebrate,celebration_addons,dachshund-special,Yes,,"Complete celebration pack for your Dachshund! Includes breed-appropriate treats,"
Product,Dachshund · Canvas Print · Art Collection,celebrate,cups_merch,dachshund-special,Yes,,Beautiful canvas artwork featuring a majestic Dachshund portrait. Museum-quality
Product,Dachshund · Breed Keychain · Accessory,shop,accessories,dachshund-special,Yes,,Cute Dachshund shaped keychain - carry your love for your pet wherever you go! P
Product,Dachshund · Party Hat · Birthday Special,celebrate,celebration_addons,dachshund-special,Yes,,The cutest party hat for your Dachshund! Adjustable elastic strap ensures comfor
Product,French Bulldog · Birthday Cake · Custom Design,celebrate,breed-cakes,french-bulldog-special,Yes,,Celebrate your French Bulldog's special day with this beautifully crafted birthd
Product,French Bulldog · Ceramic Mug · Pet Parent Gift,celebrate,cups_merch,french-bulldog-special,Yes,,Show off your love for your French Bulldog with this stunning ceramic mug featur
Product,French Bulldog · Designer Bandana · Birthday Edition,celebrate,bandanas,french-bulldog-special,Yes,,Make your French Bulldog the star of the party with this stylish birthday bandan
Product,French Bulldog · Photo Frame · Memorial Edition,celebrate,accessories,french-bulldog-special,Yes,,Cherish every moment with your French Bulldog in this beautifully crafted photo 
Product,French Bulldog · Treat Box · Celebration Pack,celebrate,celebration_addons,french-bulldog-special,Yes,,Complete celebration pack for your French Bulldog! Includes breed-appropriate tr
Product,French Bulldog · Canvas Print · Art Collection,celebrate,cups_merch,french-bulldog-special,Yes,,Beautiful canvas artwork featuring a majestic French Bulldog portrait. Museum-qu
Product,French Bulldog · Breed Keychain · Accessory,shop,accessories,french-bulldog-special,Yes,,Cute French Bulldog shaped keychain - carry your love for your pet wherever you 
Product,French Bulldog · Party Hat · Birthday Special,celebrate,celebration_addons,french-bulldog-special,Yes,,The cutest party hat for your French Bulldog! Adjustable elastic strap ensures c
Product,Indie · Birthday Cake · Custom Design,celebrate,breed-cakes,indie-special,Yes,,Celebrate your Indie's special day with this beautifully crafted birthday cake! 
Product,Indie · Ceramic Mug · Pet Parent Gift,celebrate,cups_merch,indie-special,Yes,,Show off your love for your Indie with this stunning ceramic mug featuring beaut
Product,Indie · Designer Bandana · Birthday Edition,celebrate,bandanas,indie-special,Yes,,"Make your Indie the star of the party with this stylish birthday bandana! Soft, "
Product,Indie · Photo Frame · Memorial Edition,celebrate,accessories,indie-special,Yes,,Cherish every moment with your Indie in this beautifully crafted photo frame. Fe
Product,Indie · Treat Box · Celebration Pack,celebrate,celebration_addons,indie-special,Yes,,"Complete celebration pack for your Indie! Includes breed-appropriate treats, min"
Product,Indie · Canvas Print · Art Collection,celebrate,cups_merch,indie-special,Yes,,Beautiful canvas artwork featuring a majestic Indie portrait. Museum-quality pri
Product,Indie · Breed Keychain · Accessory,shop,accessories,indie-special,Yes,,Cute Indie shaped keychain - carry your love for your pet wherever you go! Premi
Product,Indie · Party Hat · Birthday Special,celebrate,celebration_addons,indie-special,Yes,,The cutest party hat for your Indie! Adjustable elastic strap ensures comfortabl
Product,Great Dane · Birthday Cake · Custom Design,celebrate,breed-cakes,great-dane-special,Yes,,Celebrate your Great Dane's special day with this beautifully crafted birthday c
Product,Great Dane · Ceramic Mug · Pet Parent Gift,celebrate,cups_merch,great-dane-special,Yes,,Show off your love for your Great Dane with this stunning ceramic mug featuring 
Product,Great Dane · Designer Bandana · Birthday Edition,celebrate,bandanas,great-dane-special,Yes,,Make your Great Dane the star of the party with this stylish birthday bandana! S
Product,Great Dane · Photo Frame · Memorial Edition,celebrate,accessories,great-dane-special,Yes,,Cherish every moment with your Great Dane in this beautifully crafted photo fram
Product,Great Dane · Treat Box · Celebration Pack,celebrate,celebration_addons,great-dane-special,Yes,,Complete celebration pack for your Great Dane! Includes breed-appropriate treats
Product,Great Dane · Canvas Print · Art Collection,celebrate,cups_merch,great-dane-special,Yes,,Beautiful canvas artwork featuring a majestic Great Dane portrait. Museum-qualit
Product,Great Dane · Breed Keychain · Accessory,shop,accessories,great-dane-special,Yes,,Cute Great Dane shaped keychain - carry your love for your pet wherever you go! 
Product,Great Dane · Party Hat · Birthday Special,celebrate,celebration_addons,great-dane-special,Yes,,The cutest party hat for your Great Dane! Adjustable elastic strap ensures comfo
Product,Dalmatian · Birthday Cake · Custom Design,celebrate,breed-cakes,dalmatian-special,Yes,,Celebrate your Dalmatian's special day with this beautifully crafted birthday ca
Product,Dalmatian · Ceramic Mug · Pet Parent Gift,celebrate,cups_merch,dalmatian-special,Yes,,Show off your love for your Dalmatian with this stunning ceramic mug featuring b
Product,Dalmatian · Designer Bandana · Birthday Edition,celebrate,bandanas,dalmatian-special,Yes,,Make your Dalmatian the star of the party with this stylish birthday bandana! So
Product,Dalmatian · Photo Frame · Memorial Edition,celebrate,accessories,dalmatian-special,Yes,,Cherish every moment with your Dalmatian in this beautifully crafted photo frame
Product,Dalmatian · Treat Box · Celebration Pack,celebrate,celebration_addons,dalmatian-special,Yes,,"Complete celebration pack for your Dalmatian! Includes breed-appropriate treats,"
Product,Dalmatian · Canvas Print · Art Collection,celebrate,cups_merch,dalmatian-special,Yes,,Beautiful canvas artwork featuring a majestic Dalmatian portrait. Museum-quality
Product,Dalmatian · Breed Keychain · Accessory,shop,accessories,dalmatian-special,Yes,,Cute Dalmatian shaped keychain - carry your love for your pet wherever you go! P
Product,Dalmatian · Party Hat · Birthday Special,celebrate,celebration_addons,dalmatian-special,Yes,,The cutest party hat for your Dalmatian! Adjustable elastic strap ensures comfor
Product,Chihuahua · Birthday Cake · Custom Design,celebrate,breed-cakes,chihuahua-special,Yes,,Celebrate your Chihuahua's special day with this beautifully crafted birthday ca
Product,Chihuahua · Ceramic Mug · Pet Parent Gift,celebrate,cups_merch,chihuahua-special,Yes,,Show off your love for your Chihuahua with this stunning ceramic mug featuring b
Product,Chihuahua · Designer Bandana · Birthday Edition,celebrate,bandanas,chihuahua-special,Yes,,Make your Chihuahua the star of the party with this stylish birthday bandana! So
Product,Chihuahua · Photo Frame · Memorial Edition,celebrate,accessories,chihuahua-special,Yes,,Cherish every moment with your Chihuahua in this beautifully crafted photo frame
Product,Chihuahua · Treat Box · Celebration Pack,celebrate,celebration_addons,chihuahua-special,Yes,,"Complete celebration pack for your Chihuahua! Includes breed-appropriate treats,"
Product,Chihuahua · Canvas Print · Art Collection,celebrate,cups_merch,chihuahua-special,Yes,,Beautiful canvas artwork featuring a majestic Chihuahua portrait. Museum-quality
Product,Chihuahua · Breed Keychain · Accessory,shop,accessories,chihuahua-special,Yes,,Cute Chihuahua shaped keychain - carry your love for your pet wherever you go! P
Product,Chihuahua · Party Hat · Birthday Special,celebrate,celebration_addons,chihuahua-special,Yes,,The cutest party hat for your Chihuahua! Adjustable elastic strap ensures comfor
Product,Pomeranian · Birthday Cake · Custom Design,celebrate,breed-cakes,pomeranian-special,Yes,,Celebrate your Pomeranian's special day with this beautifully crafted birthday c
Product,Pomeranian · Ceramic Mug · Pet Parent Gift,celebrate,cups_merch,pomeranian-special,Yes,,Show off your love for your Pomeranian with this stunning ceramic mug featuring 
Product,Pomeranian · Designer Bandana · Birthday Edition,celebrate,bandanas,pomeranian-special,Yes,,Make your Pomeranian the star of the party with this stylish birthday bandana! S
Product,Pomeranian · Photo Frame · Memorial Edition,celebrate,accessories,pomeranian-special,Yes,,Cherish every moment with your Pomeranian in this beautifully crafted photo fram
Product,Pomeranian · Treat Box · Celebration Pack,celebrate,celebration_addons,pomeranian-special,Yes,,Complete celebration pack for your Pomeranian! Includes breed-appropriate treats
Product,Pomeranian · Canvas Print · Art Collection,celebrate,cups_merch,pomeranian-special,Yes,,Beautiful canvas artwork featuring a majestic Pomeranian portrait. Museum-qualit
Product,Pomeranian · Breed Keychain · Accessory,shop,accessories,pomeranian-special,Yes,,Cute Pomeranian shaped keychain - carry your love for your pet wherever you go! 
Product,Pomeranian · Party Hat · Birthday Special,celebrate,celebration_addons,pomeranian-special,Yes,,The cutest party hat for your Pomeranian! Adjustable elastic strap ensures comfo
Product,Border Collie · Birthday Cake · Custom Design,celebrate,breed-cakes,border-collie-special,Yes,,Celebrate your Border Collie's special day with this beautifully crafted birthda
Product,Border Collie · Ceramic Mug · Pet Parent Gift,celebrate,cups_merch,border-collie-special,Yes,,Show off your love for your Border Collie with this stunning ceramic mug featuri
Product,Border Collie · Designer Bandana · Birthday Edition,celebrate,bandanas,border-collie-special,Yes,,Make your Border Collie the star of the party with this stylish birthday bandana
Product,Border Collie · Photo Frame · Memorial Edition,celebrate,accessories,border-collie-special,Yes,,Cherish every moment with your Border Collie in this beautifully crafted photo f
Product,Border Collie · Treat Box · Celebration Pack,celebrate,celebration_addons,border-collie-special,Yes,,Complete celebration pack for your Border Collie! Includes breed-appropriate tre
Product,Border Collie · Canvas Print · Art Collection,celebrate,cups_merch,border-collie-special,Yes,,Beautiful canvas artwork featuring a majestic Border Collie portrait. Museum-qua
